Country,Country_Code,Measure,Unit_of_measure,Sex,Age,Year,Retirement_values
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2004,23.6
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2005,23.2
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2006,23.3
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2007,22.9
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2008,22.9
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2009,22.7
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2010,22.9
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2011,22.2
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2012,22.1
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2013,22.4
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2014,22.6
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2015,22.3
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2016,22.3
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2017,21.9
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2018,21.9
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2019,22
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2020,21.5
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2021,22.4
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2022,22.6
United Kingdom,GBR,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014,68
United Kingdom,GBR,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018,68
United Kingdom,GBR,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020,67
United Kingdom,GBR,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022,67
United States,USA,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2014,66
United States,USA,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2018,66
United States,USA,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2020,66
United States,USA,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2022,66
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1950,8.6
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1951,8.7
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1952,6.4
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1953,9
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1954,9.2
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1955,9.4
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1956,9.6
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1957,9.8
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1958,10
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1959,10.2
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1960,10.4
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1961,10.6
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1962,7.3
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1963,10.8
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1964,10.9
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1965,11
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1966,11.1
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1967,11.1
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1968,11.2
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1969,11.2
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1970,11.2
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1971,11.3
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1972,11.4
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1973,11.4
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1974,11.5
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1975,11.3
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1976,11.5
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1977,11.4
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1978,11.4
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1979,11.3
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1980,11.3
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1981,11.2
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1982,11.1
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1983,11.1
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1984,11.1
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1985,11
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1986,11
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1987,11.1
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1988,11.1
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1989,11.2
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1991,11.3
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1992,11.6
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1993,11.6
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1994,11.7
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1996,12.1
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1997,12.2
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1998,12.5
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1999,12.7
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2001,13
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2002,13.2
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2003,13.4
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2004,13.6
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2022,20.9
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2023,22.7
Chile,CHL,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2024,23.6
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1970,61.5
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1971,62.1
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1972,62.8
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1973,63.7
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1974,64.6
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1975,65.7
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1976,65.6
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1977,65
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1978,64.3
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1979,63.7
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1980,63.2
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1981,62.4
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1982,62.1
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1983,63
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1984,62.7
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1985,62.8
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1986,62.5
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1987,66.7
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1988,63.4
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1989,65.1
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1990,68.6
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1991,60
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1992,59.6
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1993,63
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1994,64.9
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1995,60.2
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1996,62
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1997,61.4
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1998,60.7
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,1999,60.6
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,2000,63.3
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,2001,63.7
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,2002,61.2
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,2003,63
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,2004,62.6
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,2005,64.2
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,2006,65.7
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,2007,67.4
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,2008,66
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,2009,66.7
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,2010,66.1
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,2011,66.4
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,2012,67.1
Chile,CHL,Effective labour market exit age,Years,Female,Not applicable,2013,65.9
