,Reference area,REF_AREA,Measure,Unit of measure,TIME_PERIOD,Avoidable_mortality_values
5199,South Africa,ZAF,Avoidable mortality,Deaths,2014,246262.0
5200,South Africa,ZAF,Avoidable mortality,Deaths,2000,243600.0
5201,South Africa,ZAF,Avoidable mortality,Deaths,2001,266561.0
5202,South Africa,ZAF,Avoidable mortality,Deaths,2002,297860.0
5203,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2006,391.6
5204,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2007,366.8
5205,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2018,272.3
5206,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2019,248.0
5207,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2020,262.1
5208,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2021,364.3
5209,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2008,348.5
5210,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2009,331.8
5211,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2010,328.9
5212,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2011,311.3
5213,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2012,307.2
5214,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2013,302.5
5215,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2014,292.8
5216,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2015,285.8
5217,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2016,277.5
5218,Korea,KOR,Treatable mortality,Deaths,2020,24470.0
5219,Korea,KOR,Treatable mortality,Deaths,2021,25445.0
5220,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2001,417.3
5221,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2002,401.4
5222,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2003,383.0
5223,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2004,376.7
5224,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2005,381.5
5225,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2007,124.5
5226,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2008,121.4
5227,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2019,99.5
5228,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2020,113.5
5229,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2021,118.7
5230,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2022,107.6
5231,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2009,119.4
5232,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2010,116.6
5233,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2011,115.5
5234,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2012,113.8
5235,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2013,110.8
5236,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2014,107.3
5237,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2015,109.4
5238,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2016,108.9
5239,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2017,104.5
5240,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2018,103.3
5241,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2000,154.6
5242,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2001,151.2
5243,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2002,148.1
5244,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2003,143.0
5245,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2004,137.3
5246,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2005,134.5
5247,Netherlands,NLD,Preventable mortality,Deaths per 100 000 inhabitants,2006,127.6
5248,Mexico,MEX,Treatable mortality,Deaths,2006,105500.5
5249,Mexico,MEX,Treatable mortality,Deaths,2007,105863.5
5250,Mexico,MEX,Treatable mortality,Deaths,2018,142436.0
5251,Mexico,MEX,Treatable mortality,Deaths,2019,148488.5
5252,Mexico,MEX,Treatable mortality,Deaths,2020,204016.5
5253,Mexico,MEX,Treatable mortality,Deaths,2021,197774.0
5254,Mexico,MEX,Treatable mortality,Deaths,2008,110586.0
5255,Mexico,MEX,Treatable mortality,Deaths,2009,113989.0
5256,Mexico,MEX,Treatable mortality,Deaths,2010,114572.5
5257,Mexico,MEX,Treatable mortality,Deaths,2011,114495.0
5258,Mexico,MEX,Treatable mortality,Deaths,2012,118315.0
5259,Mexico,MEX,Treatable mortality,Deaths,2013,118734.5
5260,Mexico,MEX,Treatable mortality,Deaths,2014,126049.5
5261,Mexico,MEX,Treatable mortality,Deaths,2015,127275.5
5262,Mexico,MEX,Treatable mortality,Deaths,2016,135368.5
5263,Mexico,MEX,Treatable mortality,Deaths,2017,137833.5
5264,Mexico,MEX,Treatable mortality,Deaths,2000,97227.0
5265,Mexico,MEX,Treatable mortality,Deaths,2001,96619.5
5266,Mexico,MEX,Treatable mortality,Deaths,2002,100191.5
5267,Mexico,MEX,Treatable mortality,Deaths,2003,101069.0
5268,Mexico,MEX,Treatable mortality,Deaths,2004,101728.5
5269,Mexico,MEX,Treatable mortality,Deaths,2005,104955.0
5270,Japan,JPN,Treatable mortality,Deaths,2006,99028.5
5271,Japan,JPN,Treatable mortality,Deaths,2007,97625.0
5272,Japan,JPN,Treatable mortality,Deaths,2018,82276.0
5273,Japan,JPN,Treatable mortality,Deaths,2019,81147.0
5274,Japan,JPN,Treatable mortality,Deaths,2020,79331.5
5275,Japan,JPN,Treatable mortality,Deaths,2021,79742.0
5276,Japan,JPN,Treatable mortality,Deaths,2008,96471.5
5277,Japan,JPN,Treatable mortality,Deaths,2009,93192.5
5278,Japan,JPN,Treatable mortality,Deaths,2010,93931.0
5279,Japan,JPN,Treatable mortality,Deaths,2011,95024.0
5280,Japan,JPN,Treatable mortality,Deaths,2012,92570.0
5281,Japan,JPN,Treatable mortality,Deaths,2013,90815.5
5282,Japan,JPN,Treatable mortality,Deaths,2014,90774.5
5283,Japan,JPN,Treatable mortality,Deaths,2015,89080.0
5284,Japan,JPN,Treatable mortality,Deaths,2016,87593.5
5285,Japan,JPN,Treatable mortality,Deaths,2017,83078.5
5286,Japan,JPN,Treatable mortality,Deaths,2000,105008.5
5287,Japan,JPN,Treatable mortality,Deaths,2001,102872.0
5288,Japan,JPN,Treatable mortality,Deaths,2002,100914.5
5289,Japan,JPN,Treatable mortality,Deaths,2003,101208.5
5290,Japan,JPN,Treatable mortality,Deaths,2004,99120.5
5291,Japan,JPN,Treatable mortality,Deaths,2005,100921.0
5292,Korea,KOR,Preventable mortality,Deaths,2014,66149.0
5293,Korea,KOR,Preventable mortality,Deaths,2015,64012.5
5294,Korea,KOR,Preventable mortality,Deaths,2004,84480.0
5295,Korea,KOR,Preventable mortality,Deaths,2005,82182.0
5296,Korea,KOR,Preventable mortality,Deaths,2006,78731.0
5297,Korea,KOR,Preventable mortality,Deaths,2007,77855.5
5298,Korea,KOR,Preventable mortality,Deaths,2016,62083.5
5299,Korea,KOR,Preventable mortality,Deaths,2017,58891.0
5300,Korea,KOR,Preventable mortality,Deaths,2018,58197.5
5301,Korea,KOR,Preventable mortality,Deaths,2019,57420.0
5302,Korea,KOR,Preventable mortality,Deaths,2020,56904.0
5303,Korea,KOR,Preventable mortality,Deaths,2021,57977.0
5304,Korea,KOR,Preventable mortality,Deaths,2000,85501.5
5305,Korea,KOR,Preventable mortality,Deaths,2001,83991.5
5306,Korea,KOR,Preventable mortality,Deaths,2002,85784.5
5307,Korea,KOR,Preventable mortality,Deaths,2003,86750.5
5308,Korea,KOR,Preventable mortality,Deaths,2009,76081.0
5309,Korea,KOR,Preventable mortality,Deaths,2010,74866.5
5310,Korea,KOR,Preventable mortality,Deaths,2008,76114.0
5311,Korea,KOR,Preventable mortality,Deaths,2011,72505.5
5312,Korea,KOR,Preventable mortality,Deaths,2012,70140.5
5313,Korea,KOR,Preventable mortality,Deaths,2013,68384.0
5314,Finland,FIN,Avoidable mortality,Deaths per 100 000 inhabitants,2006,256.7
5315,Finland,FIN,Avoidable mortality,Deaths per 100 000 inhabitants,2007,256.0
5316,Finland,FIN,Avoidable mortality,Deaths per 100 000 inhabitants,2018,187.9
5317,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2022,48.2
5318,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2010,67.8
5319,Finland,FIN,Avoidable mortality,Deaths per 100 000 inhabitants,2021,183.6
5320,Finland,FIN,Avoidable mortality,Deaths per 100 000 inhabitants,2008,246.1
5321,Finland,FIN,Avoidable mortality,Deaths per 100 000 inhabitants,2009,242.9
5322,Finland,FIN,Avoidable mortality,Deaths per 100 000 inhabitants,2010,234.1
5323,Finland,FIN,Avoidable mortality,Deaths per 100 000 inhabitants,2011,224.0
5324,Finland,FIN,Avoidable mortality,Deaths per 100 000 inhabitants,2012,217.7
5325,Finland,FIN,Avoidable mortality,Deaths per 100 000 inhabitants,2013,211.4
5326,Finland,FIN,Avoidable mortality,Deaths per 100 000 inhabitants,2014,200.6
5327,Finland,FIN,Avoidable mortality,Deaths per 100 000 inhabitants,2015,193.7
5328,Finland,FIN,Avoidable mortality,Deaths per 100 000 inhabitants,2016,197.9
5329,Finland,FIN,Avoidable mortality,Deaths per 100 000 inhabitants,2017,192.7
5330,Finland,FIN,Avoidable mortality,Deaths per 100 000 inhabitants,2000,304.6
5331,Finland,FIN,Avoidable mortality,Deaths per 100 000 inhabitants,2001,288.4
5332,Finland,FIN,Avoidable mortality,Deaths per 100 000 inhabitants,2002,282.4
5333,Finland,FIN,Avoidable mortality,Deaths per 100 000 inhabitants,2003,271.2
5334,Finland,FIN,Avoidable mortality,Deaths per 100 000 inhabitants,2004,274.8
5335,Finland,FIN,Avoidable mortality,Deaths per 100 000 inhabitants,2005,266.3
5336,Romania,ROU,Treatable mortality,Deaths,2004,48196.5
5337,Romania,ROU,Treatable mortality,Deaths,2005,47425.5
5338,Romania,ROU,Treatable mortality,Deaths,2016,36157.5
5339,Romania,ROU,Treatable mortality,Deaths,2017,36309.5
5340,Romania,ROU,Treatable mortality,Deaths,2018,37669.0
5341,Romania,ROU,Treatable mortality,Deaths,2019,37809.5
5342,Romania,ROU,Treatable mortality,Deaths,2006,45957.5
5343,Romania,ROU,Treatable mortality,Deaths,2007,44185.5
5344,Romania,ROU,Treatable mortality,Deaths,2008,42738.0
5345,Romania,ROU,Treatable mortality,Deaths,2009,42489.0
5346,Romania,ROU,Treatable mortality,Deaths,2010,41208.0
5347,Romania,ROU,Treatable mortality,Deaths,2011,38247.5
5348,Romania,ROU,Treatable mortality,Deaths,2012,37973.5
5349,Romania,ROU,Treatable mortality,Deaths,2013,36227.0
5350,Romania,ROU,Treatable mortality,Deaths,2014,35720.0
5351,Romania,ROU,Treatable mortality,Deaths,2015,36036.5
5352,Romania,ROU,Treatable mortality,Deaths,2000,51419.5
5353,Romania,ROU,Treatable mortality,Deaths,2001,51448.0
5354,Romania,ROU,Treatable mortality,Deaths,2002,52123.0
5355,Romania,ROU,Treatable mortality,Deaths,2003,50818.0
5356,Bulgaria,BGR,Treatable mortality,Deaths,2007,17088.0
5357,Bulgaria,BGR,Treatable mortality,Deaths,2008,15997.5
5358,Bulgaria,BGR,Treatable mortality,Deaths,2019,13649.5
5359,Bulgaria,BGR,Treatable mortality,Deaths,2020,15461.5
5360,Bulgaria,BGR,Treatable mortality,Deaths,2021,16062.0
5361,Bulgaria,BGR,Treatable mortality,Deaths,2005,18236.5
5362,Bulgaria,BGR,Treatable mortality,Deaths,2009,14939.5
5363,Bulgaria,BGR,Treatable mortality,Deaths,2010,14280.0
5364,Bulgaria,BGR,Treatable mortality,Deaths,2011,13599.0
5365,Bulgaria,BGR,Treatable mortality,Deaths,2012,14379.0
5366,Bulgaria,BGR,Treatable mortality,Deaths,2013,13444.5
5367,Bulgaria,BGR,Treatable mortality,Deaths,2014,14131.5
5368,Bulgaria,BGR,Treatable mortality,Deaths,2015,13972.5
5369,Bulgaria,BGR,Treatable mortality,Deaths,2016,13824.0
5370,Bulgaria,BGR,Treatable mortality,Deaths,2017,13704.5
5371,Bulgaria,BGR,Treatable mortality,Deaths,2018,13519.0
5372,Bulgaria,BGR,Treatable mortality,Deaths,2006,17298.5
5373,Austria,AUT,Preventable mortality,Deaths,2006,12568.0
5374,Austria,AUT,Preventable mortality,Deaths,2007,12465.0
5375,Austria,AUT,Preventable mortality,Deaths,2018,12115.0
5376,Austria,AUT,Preventable mortality,Deaths,2019,11896.5
5377,Austria,AUT,Preventable mortality,Deaths,2020,13156.0
5378,Austria,AUT,Preventable mortality,Deaths,2021,14134.5
5379,Austria,AUT,Preventable mortality,Deaths,2008,12220.0
5380,Austria,AUT,Preventable mortality,Deaths,2009,12614.5
5381,Austria,AUT,Preventable mortality,Deaths,2010,12552.5
5382,Austria,AUT,Preventable mortality,Deaths,2011,12393.0
5383,Austria,AUT,Preventable mortality,Deaths,2012,12725.0
5384,Austria,AUT,Preventable mortality,Deaths,2013,12612.0
5385,Austria,AUT,Preventable mortality,Deaths,2014,12480.5
5386,Austria,AUT,Preventable mortality,Deaths,2015,12700.0
5387,Austria,AUT,Preventable mortality,Deaths,2016,12228.0
5388,Austria,AUT,Preventable mortality,Deaths,2017,11937.0
5389,Austria,AUT,Preventable mortality,Deaths,2002,13484.0
5390,Austria,AUT,Preventable mortality,Deaths,2003,13573.5
5391,Austria,AUT,Preventable mortality,Deaths,2004,13129.0
5392,Austria,AUT,Preventable mortality,Deaths,2005,12989.0
5393,Ireland,IRL,Treatable mortality,Deaths per 100 000 inhabitants,2015,68.9
5394,Ireland,IRL,Treatable mortality,Deaths per 100 000 inhabitants,2016,64.6
5395,Ireland,IRL,Treatable mortality,Deaths per 100 000 inhabitants,2017,59.4
5396,Ireland,IRL,Treatable mortality,Deaths per 100 000 inhabitants,2018,62.9
5397,Ireland,IRL,Treatable mortality,Deaths per 100 000 inhabitants,2019,57.3
5398,Ireland,IRL,Treatable mortality,Deaths per 100 000 inhabitants,2020,55.8
5399,Ireland,IRL,Treatable mortality,Deaths per 100 000 inhabitants,2007,91.1
5400,Ireland,IRL,Treatable mortality,Deaths per 100 000 inhabitants,2008,91.5
5401,Ireland,IRL,Treatable mortality,Deaths per 100 000 inhabitants,2009,88.2
5402,Ireland,IRL,Treatable mortality,Deaths per 100 000 inhabitants,2010,79.0
5403,Ireland,IRL,Treatable mortality,Deaths per 100 000 inhabitants,2011,77.2
5404,Ireland,IRL,Treatable mortality,Deaths per 100 000 inhabitants,2012,74.3
5405,Ireland,IRL,Treatable mortality,Deaths per 100 000 inhabitants,2013,71.2
5406,Ireland,IRL,Treatable mortality,Deaths per 100 000 inhabitants,2014,69.0
5407,Poland,POL,Preventable mortality,Deaths per 100 000 inhabitants,2007,234.3
5408,Poland,POL,Preventable mortality,Deaths per 100 000 inhabitants,2008,230.4
5409,Poland,POL,Preventable mortality,Deaths per 100 000 inhabitants,2009,221.1
5410,Poland,POL,Preventable mortality,Deaths per 100 000 inhabitants,2010,211.1
5411,Poland,POL,Preventable mortality,Deaths per 100 000 inhabitants,2011,206.0
5412,Poland,POL,Preventable mortality,Deaths per 100 000 inhabitants,2012,202.5
5413,Poland,POL,Preventable mortality,Deaths per 100 000 inhabitants,2013,195.8
5414,Poland,POL,Preventable mortality,Deaths per 100 000 inhabitants,2014,186.3
5415,Poland,POL,Preventable mortality,Deaths per 100 000 inhabitants,2015,184.0
5416,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2017,273.0
5417,Latvia,LVA,Preventable mortality,Deaths per 100 000 inhabitants,2000,402.1
5418,Poland,POL,Preventable mortality,Deaths per 100 000 inhabitants,2018,181.0
5419,Poland,POL,Preventable mortality,Deaths per 100 000 inhabitants,2019,181.9
5420,Poland,POL,Preventable mortality,Deaths per 100 000 inhabitants,2020,226.7
5421,Poland,POL,Preventable mortality,Deaths per 100 000 inhabitants,2021,276.4
5422,Poland,POL,Preventable mortality,Deaths per 100 000 inhabitants,2000,262.3
5423,Poland,POL,Preventable mortality,Deaths per 100 000 inhabitants,2001,251.8
5424,Poland,POL,Preventable mortality,Deaths per 100 000 inhabitants,2002,245.1
5425,Poland,POL,Preventable mortality,Deaths per 100 000 inhabitants,2003,243.5
5426,Poland,POL,Preventable mortality,Deaths per 100 000 inhabitants,2004,240.2
5427,Poland,POL,Preventable mortality,Deaths per 100 000 inhabitants,2005,236.3
5428,Poland,POL,Preventable mortality,Deaths per 100 000 inhabitants,2006,234.4
5429,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2004,362.2
5430,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2005,354.5
5431,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2019,262.2
5432,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2020,289.8
5433,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2021,374.8
5434,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2022,276.4
5435,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2009,323.0
5436,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2010,313.7
5437,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2011,303.2
5438,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2012,292.2
5439,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2013,277.1
5440,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2014,275.5
5441,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2015,278.7
5442,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2016,270.7
5443,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2017,272.6
5444,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2018,271.0
5445,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2006,341.7
5446,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2007,339.8
5447,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2008,328.6
5448,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2000,403.8
5449,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2001,370.8
5450,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2002,368.5
5451,Hungary,HUN,Preventable mortality,Deaths per 100 000 inhabitants,2003,374.7
5452,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2006,58.7
5453,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2007,56.9
5454,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2018,41.3
5455,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2019,40.3
5456,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2020,39.4
5457,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2021,37.5
5458,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2008,55.5
5459,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2009,55.6
5460,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2010,53.7
5461,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2011,50.6
5462,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2012,48.4
5463,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2013,46.7
5464,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2014,45.8
5465,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2015,45.2
5466,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2016,42.7
5467,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2017,42.1
5468,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2000,75.7
5469,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2001,68.8
5470,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2002,67.3
5471,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2003,65.7
5472,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2004,61.6
5473,Switzerland,CHE,Treatable mortality,Deaths per 100 000 inhabitants,2005,60.9
5474,Germany,DEU,Avoidable mortality,Deaths per 100 000 inhabitants,2005,242.6
5475,Germany,DEU,Avoidable mortality,Deaths per 100 000 inhabitants,2006,233.1
5476,Germany,DEU,Avoidable mortality,Deaths per 100 000 inhabitants,2017,196.4
5477,Germany,DEU,Avoidable mortality,Deaths per 100 000 inhabitants,2018,196.8
