Country,Country_code,Measure,Domain,Unit_of_measure,Age,Year,Well-being_values
New Zealand,NZL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,66.60756469
New Zealand,NZL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,66.60756469
New Zealand,NZL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,66.60756469
New Zealand,NZL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,66.60756469
New Zealand,NZL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,66.60756469
New Zealand,NZL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,66.60756469
New Zealand,NZL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,66.60756469
New Zealand,NZL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,66.60756469
New Zealand,NZL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2022,66.60756469
Slovenia,SVN,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2010,17.15084165
Slovenia,SVN,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,17.15084165
Slovenia,SVN,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,17.15084165
Slovenia,SVN,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,17.15084165
Slovenia,SVN,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,17.15084165
Slovenia,SVN,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,17.15084165
Slovenia,SVN,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,17.15084165
Slovenia,SVN,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,17.15084165
Slovenia,SVN,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,17.15084165
Slovenia,SVN,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,17.15084165
Slovenia,SVN,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,17.15084165
Slovenia,SVN,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,17.15084165
United Kingdom,GBR,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2007,2.341547489
United Kingdom,GBR,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2008,3.388144493
United Kingdom,GBR,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2009,4.684008598
United Kingdom,GBR,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2010,4.067884445
United Kingdom,GBR,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2011,3.780536413
United Kingdom,GBR,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2012,3.515619040
United Kingdom,GBR,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2013,2.924810648
United Kingdom,GBR,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2014,2.259711266
United Kingdom,GBR,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2015,2.234972954
United Kingdom,GBR,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2016,2.111819744
Sweden,SWE,Life satisfaction,Subjective well-being,0-10 scale,Young,2013,7.872588446
Sweden,SWE,Life satisfaction,Subjective well-being,0-10 scale,Young,2018,7.792330922
Sweden,SWE,Life satisfaction,Subjective well-being,0-10 scale,Young,2021,7.622429539
Sweden,SWE,Life satisfaction,Subjective well-being,0-10 scale,Young,2022,7.400830238
Sweden,SWE,Life satisfaction,Subjective well-being,0-10 scale,Young,2023,7.3
Belgium,BEL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2004,27.792782273
Belgium,BEL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2005,27.494058169
Belgium,BEL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2006,27.578642291
Belgium,BEL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2007,27.485451993
Belgium,BEL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2008,27.399842270
Belgium,BEL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2009,25.324
Belgium,BEL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2010,25.228
Belgium,BEL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2011,25.991
Belgium,BEL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2012,25.262
Belgium,BEL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2013,23.644
Belgium,BEL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2014,23.181
Belgium,BEL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2015,23.362
Belgium,BEL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2016,22.732
Belgium,BEL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2017,22.675
Belgium,BEL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2018,24.958
Belgium,BEL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2019,26.57
Belgium,BEL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2020,24.073
Belgium,BEL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2021,24.748
Belgium,BEL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2022,25.97
Belgium,BEL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2023,26.495
Australia,AUS,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2007,5.725264549
Australia,AUS,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2008,5.876674652
Australia,AUS,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2009,7.217522621
Australia,AUS,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2010,6.328279495
Australia,AUS,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2011,5.737520218
Australia,AUS,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2012,7.474571228
Australia,AUS,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2013,6.414852142
Australia,AUS,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2014,7.910872936
Australia,AUS,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2015,7.428618431
Australia,AUS,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2016,6.739428520
Denmark,DNK,Job strain,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2005,21.802597046
Denmark,DNK,Job strain,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2010,13.075379372
Denmark,DNK,Job strain,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2015,13.007193565
Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2004,1.79
Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2005,2.4
Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2006,1.07
Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2007,0.98
Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2008,1.63
Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2009,0.53
Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2010,0.35
Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2011,0.23
Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2013,0.14
Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2014,0.16
Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2015,0.52
Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2016,0.84
Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2017,0.7
Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2018,0.43
Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2019,0.22
