,REF_AREA,Reference area,Measure,Unit of measure,Age,Health status,TIME_PERIOD,OBS_VALUE
1361,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,85.8
1362,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,87.1
1363,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,86.4
1364,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,83.3
1365,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,86.4
1366,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,86.2
1367,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,81.7
1368,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,88.0
1369,BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,95.6
1370,BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,97.3
1371,BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,97.4
1372,BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,97.8
1373,BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,97.7
1374,BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,97.1
1375,BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,96.2
1376,BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,95.0
1377,BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,96.1
1378,BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,95.4
1379,BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,96.3
1380,BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,96.9
1381,BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,96.1
1382,BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,96.5
1383,BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,97.6
1384,BGR,Bulgaria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,94.5
1385,LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,81.0
1386,LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,82.1
1387,LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,86.5
1388,LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,89.6
1389,LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,89.4
1390,LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,93.7
1391,LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,90.8
1392,LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,91.9
1393,LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,94.4
1394,LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,90.4
1395,LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,87.3
1396,LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,90.0
1397,LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,87.2
1398,LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,89.8
1399,LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,88.1
1400,LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,92.0
1401,LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,89.8
1402,LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,84.7
1403,LTU,Lithuania,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,84.1
1404,COL,Colombia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,92.3
1405,COL,Colombia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,92.4
1406,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1995,91.8
1407,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1998,91.4
1408,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2002,91.8
1409,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,89.7
1410,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,88.1
1411,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,88.1
1412,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,89.8
1413,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,89.4
1414,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,88.8
1415,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,86.4
1416,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,83.8
1417,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,89.5
1418,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,88.3
1419,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,88.6
1420,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,86.5
1421,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,87.4
1422,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,86.3
1423,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,85.8
1424,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,83.8
1425,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,86.5
1426,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,85.0
1427,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,83.0
1428,NOR,Norway,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,84.0
1429,HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,92.1
1430,HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,95.1
1431,HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,96.2
1432,HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,94.2
1433,HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,95.3
1434,HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,95.0
1435,HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,96.0
1436,HRV,Croatia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,95.5
