,Country,Country_code,Measure,Domain,Unit_of_measure,Age,Year,Well-being_values
8784,Greece,GRC,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2022,16.077
8785,Greece,GRC,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2023,18.282
8786,Norway,NOR,Satisfaction with time use,Work-life balance,0-10 scale,Middle-aged,2013,6.402217601
8787,Norway,NOR,Satisfaction with time use,Work-life balance,0-10 scale,Middle-aged,2018,6.779896835
8788,Estonia,EST,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2004,5.308705967
8789,Estonia,EST,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2005,4.588656031
8790,Estonia,EST,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2006,3.18432378
8791,Estonia,EST,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2007,2.195038479
8792,Estonia,EST,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2008,1.477545529
8793,Estonia,EST,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2009,3.298681135
8794,Estonia,EST,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2010,7.328313698
8795,Estonia,EST,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2011,6.872992422
8796,Estonia,EST,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2012,5.675652964
8797,Estonia,EST,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2013,3.773853078
8798,Estonia,EST,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2014,3.30132003
8799,Estonia,EST,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2015,2.437012841
8800,Estonia,EST,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2016,1.778884794
8801,Estonia,EST,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2017,1.806697523
8802,Estonia,EST,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2018,1.201362762
8803,Estonia,EST,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2019,0.738617464
8804,Estonia,EST,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2020,1.061865646
8805,Estonia,EST,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2021,1.49134899
8806,Estonia,EST,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2022,1.242400179
8807,Colombia,COL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2010,9.362519532
8808,Colombia,COL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2011,9.362519532
8809,Colombia,COL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2012,9.362519532
8810,Colombia,COL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2013,9.362519532
8811,Colombia,COL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2014,9.362519532
8812,Colombia,COL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2015,9.362519532
8813,Colombia,COL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2016,9.362519532
8814,Colombia,COL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2017,9.362519532
8815,Colombia,COL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2018,9.362519532
8816,Colombia,COL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2019,9.362519532
8817,Colombia,COL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2020,9.362519532
8818,Colombia,COL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2021,9.362519532
8819,Greece,GRC,Adult numeracy skills,Knowledge and skills,Points,Middle-aged,2014,254.50107
8820,Greece,GRC,Adult numeracy skills,Knowledge and skills,Points,Young,2014,252.63111
8821,Poland,POL,Having a say in government,Civic engagement,Percentage of population aged 16-65 in the same subgroup,Young,2012,41.52319639
8822,Greece,GRC,Adult literacy skills,Knowledge and skills,Points,Middle-aged,2014,254.52096
8823,France,FRA,Adult numeracy skills,Knowledge and skills,Points,Young,2012,263.35868
8824,Greece,GRC,Adult literacy skills,Knowledge and skills,Points,Young,2014,258.71477
8825,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2010,8.680213988
8826,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2011,8.680213988
8827,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2012,8.680213988
8828,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2013,8.680213988
8829,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2014,8.680213988
8830,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2015,8.680213988
8831,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2016,8.680213988
8832,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2017,8.680213988
8833,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2018,8.680213988
8834,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2019,8.680213988
8835,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2020,8.680213988
8836,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2021,8.680213988
8837,Ireland,IRL,Life satisfaction,Subjective well-being,0-10 scale,Young,2013,7.482487592
8838,Ireland,IRL,Life satisfaction,Subjective well-being,0-10 scale,Young,2018,8.257557583
8839,Ireland,IRL,Life satisfaction,Subjective well-being,0-10 scale,Young,2021,7.032098534
8840,Ireland,IRL,Life satisfaction,Subjective well-being,0-10 scale,Young,2022,7.353031255
8841,Ireland,IRL,Life satisfaction,Subjective well-being,0-10 scale,Young,2023,7.6
8842,Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2010,93.58887076
8843,Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2011,93.58887076
8844,Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2012,93.58887076
8845,Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2013,93.58887076
8846,Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2014,93.58887076
8847,Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2015,93.58887076
8848,Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2016,93.58887076
8849,Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2017,93.58887076
8850,Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2018,93.58887076
8851,Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2019,93.58887076
8852,Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2020,93.58887076
8853,Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2021,93.58887076
8854,Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2022,93.58887076
8855,France,FRA,Time spent in social interactions,Social connections,Hours per week,Middle-aged,2009,5.310633
8856,Germany,DEU,Life satisfaction,Subjective well-being,0-10 scale,Middle-aged,2013,7.273909527
8857,Germany,DEU,Life satisfaction,Subjective well-being,0-10 scale,Middle-aged,2018,7.447250646
8858,Germany,DEU,Life satisfaction,Subjective well-being,0-10 scale,Middle-aged,2021,7.387608791
8859,Germany,DEU,Life satisfaction,Subjective well-being,0-10 scale,Middle-aged,2022,6.643384161
8860,Germany,DEU,Life satisfaction,Subjective well-being,0-10 scale,Middle-aged,2023,7.0
8861,Korea,KOR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2010,82.02385306
8862,Korea,KOR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,82.02385306
8863,Korea,KOR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,82.02385306
8864,Korea,KOR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,82.02385306
8865,Korea,KOR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,82.02385306
8866,Korea,KOR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,82.02385306
8867,Korea,KOR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,82.02385306
8868,Korea,KOR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,82.02385306
8869,Korea,KOR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,82.02385306
